Author_id,Author,ORCID,Works Count,Cited By Count,2-Year Mean Citedness,H-Index,i10-Index,Last Known Institution,Research Concepts
A5025111849,Caldararo,,1,0,0,0,0,N/A,"Genetic code, Permutation (music), Acoustics, Mathematics, Computer science, Genetics, Biochemistry, Biology, Gene, Aesthetics, Physics, Philosophy, Art, Set (abstract data type), Chemistry, Programming language, Amino acid, DNA, Code (set theory)"
A5025298485,Harika Jalli,,1,0,0,0,0,N/A,"Protein sequencing, Genetic code, Function (biology), Sequence alignment, DNA sequencing, Genetics, Consensus sequence, Biochemistry, Sequence analysis, ENCODE, Computational biology, Evolutionary biology, Nucleic acid sequence, Biology, Cell biology, Gene, Sequence logo, Peptide sequence, Chemistry, Amino acid, DNA, Sequence (biology), Base sequence"
A5025299859,Shafquat B. Bhuiyan,,1,108,0,1,1,Miami University,"Genetic code, Genetics, Biochemistry, RNA, Computational biology, Biology, Codon usage bias, Gene, Messenger RNA, Genome, Translation (biology), Transfer RNA, Chemistry, Amino acid, DNA"
A5025390999,Michael Unseid,,1,17,0,1,1,Institut für biologische Forschung,"Genetic code, RNA editing, Mitochondrial DNA, Nuclear magnetic resonance, Genetics, Biochemistry, RNA, Chloroplast, Biology, Plastid, Intron, Gene, Messenger RNA, Physics, Gene expression, Molecular biology, Organic chemistry, Enzyme, Chemistry, Amino acid, DNA, Cytidine"
A5025425813,Alex L. Gatten,,1,3,0,1,0,University of Illinois Urbana-Champaign,"Protein biosynthesis, Gene duplication, Genetic code, Genetics, Biochemistry, RNA, Computational biology, Biology, Gene, Messenger RNA, Geology, Translation (biology), Aminoacylation, Paleontology, Molecular biology, Transfer RNA, Chemistry, Amino acid, Bacteria, Archaea, DNA, Aminoacyl tRNA synthetase, Amino Acyl-tRNA Synthetases"
A5025476320,Kong Fan-ding,,1,0,0,0,0,N/A,"Histone code, Genetic code, Histone methylation, Methylation, Epigenetics, Genetics, Biochemistry, Histone H2A, Histone, Computational biology, Chromatin, Nucleosome, Biology, Cell biology, Gene, Acetylation, Epigenomics, Gene expression, Histone methyltransferase, Regulation of gene expression, Chemistry, DNA methylation, Amino acid, DNA, Lysine"
A5025512661,R. Jolivet,,1,2,0,1,0,N/A,"Genetic code, Palindrome, Genetics, Biochemistry, Computational biology, Evolutionary biology, Biology, Astrobiology, CRISPR, Gene, Physics, Geology, Genome, Paleontology, Chemistry, Abiogenesis, Amino acid, Bacteria, Archaea, DNA"
A5025775976,Latha Galoth,,1,0,0,0,0,N/A,"Genetic code, Chromosome, Genetics, Biochemistry, RNA, Biology, Gene, Chemistry, Nucleotide, Amino acid, DNA"
A5026103925,Friedrich H Schmidt,,1,1,0,1,0,N/A,"Genetic code, Function (biology), Nucleic acid, Molecule, Computer science, Genetics, Biochemistry, Quantum mechanics, RNA, Computational biology, Evolutionary biology, Biology, Astrobiology, Cell biology, Gene, Physics, Chemical physics, Set (abstract data type), Organic chemistry, Chemistry, Abiogenesis, Programming language, Amino acid, DNA, Code (set theory)"
A5026222287,John C.W. Sheperd,,1,14,0,1,1,University of Basel,"Genetic code, Ecology, Computer science, Linguistics, Genetics, Biochemistry, Botany, Evolutionary biology, Biology, Gene, Messenger RNA, Geology, Philosophy, Genome, Translation (biology), Paleontology, Set (abstract data type), Chemistry, Programming language, Amino acid, Interpretation (philosophy), DNA, Fossil Record, Code (set theory)"
A5026364354,CrystalE. Fagan,,1,0,0,0,0,N/A,"Genetic code, Stop codon, T arm, Genetics, Shine-Dalgarno sequence, Biochemistry, RNA, Ribosomal RNA, Biology, Codon usage bias, Ribosome, A-site, Gene, Messenger RNA, P-site, Binding site, Ribosomal binding site, Genome, Translation (biology), Transfer RNA, Start codon, Chemistry, Nucleotide, Amino acid, DNA"
A5026573476,Davis T Daniel,,1,0,0,0,0,CEA Saclay,"Crystallography, Genetic code, Condensed matter physics, Membrane, Nuclear magnetic resonance, Biomolecule, Genetics, Biochemistry, Quantum mechanics, Spin label, Biology, Fluorescence, Gene, Optics, Physics, Paramagnetism, Green fluorescent protein, Nanotechnology, Site-directed spin labeling, Chemistry, Electron paramagnetic resonance, Materials science, Amino acid, DNA, Alanine"
A5026597911,Ximena Paz Steinberg-Acuña,,1,0,0,0,0,Austral University of Chile,"Protein biosynthesis, Genetic code, Stop codon, Nuclear magnetic resonance, Genetics, Biochemistry, Quantum mechanics, RNA, Computational biology, Medicine, Cell culture, Biology, Fluorescence, Gene, Optics, Physics, Internal medicine, Mutant, Protein engineering, Molecular biology, Transfer RNA, Receptor, HEK 293 cells, Organic chemistry, Enzyme"
A5026605853,Yang Xing-yang,,1,0,0,0,0,N/A,"Genetic code, Permutation (music), Acoustics, Mathematics, Computer science, Table (database), Genetics, Biochemistry, Quantum mechanics, Database, Biology, Permutation group, Gene, Aesthetics, Combinatorics, Discrete mathematics, Physics, Data mining, Philosophy, Art, Organic chemistry, Chemistry, Permutable prime, Pure mathematics, Amino acid"
A5027276754,聖文 浜島,,1,0,0,0,0,N/A,"Genetic code, Ecology, Computer science, Genetics, Biochemistry, Botany, RNA, Computational biology, Evolutionary biology, Biology, Zoology, Gene, Transfer RNA, Genus, Set (abstract data type), Chemistry, Programming language, Amino acid, DNA, Code (set theory)"
A5027417620,P.T.S. van deGulik,,1,0,0,0,0,N/A,"Genetic code, Computer science, Genetics, Biochemistry, Biology, Gene, Set (abstract data type), Chemistry, Programming language, Amino acid, DNA, Code (set theory)"
A5027490153,Lacey Jc,,1,9,0,1,0,University of Alabama,"Gene duplication, Genetic code, Genetics, Biochemistry, RNA, Ribosomal RNA, Computational biology, Nucleic acid sequence, Biology, Untranslated region, Gene, Messenger RNA, Transfer RNA, Chemistry, Phylogenetic tree, Amino acid, DNA, Sequence (biology)"
A5027616347,Zahoorul Hasan,,1,10,0,1,1,N/A,"Genetic code, Genetics, Biochemistry, Biology, Gene, Chemistry, Amino acid, DNA"
A5027933384,D Nathans,,1,53,0,1,1,N/A,"Genetic code, Computer science, Genetics, Biochemistry, RNA, Computational biology, Biology, Gene, Messenger RNA, Genome, Translation (biology), Transfer RNA, Chemistry, Amino acid, Escherichia coli, DNA, Bacteriophage"
A5028063314,Augustine Chidibere Onuora,,1,0,0,0,0,N/A,"Genetic code, DNA sequencing, Genetics, Biochemistry, Computational biology, Biology, Gene, Genome, Chemistry, Mutation, Amino acid, DNA"
A5028257639,Risa Takino,,1,10,0,1,1,Johnson University,"Genetic code, Phosphorylation, Psychology, Computer science, Nuclear magnetic resonance, Genetics, Biochemistry, ENCODE, Computational biology, Biology, Codon usage bias, Cell biology, Gene, Physics, Encoding (memory), Genome, Artificial intelligence, Neuroscience, Set (abstract data type), Organic chemistry, Cognitive psychology, Enzyme, Chemistry, Programming language, Amino acid"
A5028466321,G ROSEN,,1,0,0,0,0,N/A,"Genetic code, Political science, Computer science, Genealogy, Genetics, Biochemistry, Evolutionary biology, Theoretical computer science, Biology, Politics, History, Gene, Set (abstract data type), Chemistry, Programming language, Law, Amino acid, DNA, Representation (politics), Code (set theory)"
A5028527290,I N Berezovsky,,1,1,0,1,0,N/A,"Genetic code, Computer science, Genetics, Biochemistry, Computational biology, Biology, Gene, Set (abstract data type), Chemistry, Programming language, Amino acid, DNA, Code (set theory), Sequence (biology)"
A5028557242,Nick Keulmann,,1,154,0,1,1,"University of Maryland, Baltimore County","Genetic code, Psychology, Mathematics, Social science, Computer science, Genetics, Biochemistry, Quantum mechanics, Strengths and weaknesses, Computational biology, Medicine, Natural selection, Social psychology, Evolutionary biology, Selection (genetic algorithm), Biology, Codon usage bias, Mechanism (biology), Environmental health, Gene, Statistics, Aesthetics, Epistemology, Operating system, Machine learning"
A5028561139,T Ashton Cropp,,1,0,0,0,0,N/A,"Genetic code, Computer science, Genetics, Biochemistry, Computational biology, Biology, Gene, Set (abstract data type), Chemistry, Programming language, Amino acid, DNA, Code (set theory)"
A5029190532,Paulius Miškinis,,1,0,0,0,0,N/A,"Genetic code, Mathematics, Mathematical physics, Computer science, Genetics, Biochemistry, Quantum mechanics, Biology, Gene, Particle physics, Supersymmetry, Physics, Set (abstract data type), Chemistry, Programming language, Amino acid, DNA, Code (set theory)"
A5029198417,Jiro Matsushita,,1,21,0,1,1,Okayama University,"Geometry, Genetic code, Stop codon, Mathematics, Computer science, Base (topology), Genetics, Biochemistry, RNA, Computational biology, Biology, Codon usage bias, Gene, Messenger RNA, Mathematical analysis, Genome, Transfer RNA, Start codon, Set (abstract data type), Base pair, Chemistry, Line (geometry), Programming language, Nucleotide, Amino acid"
A5029888525,Adi Yannai,,1,35,0,1,1,Technion – Israel Institute of Technology,"Negative selection, Genetic code, Function (biology), Computer science, Open reading frame, Genetics, Biochemistry, Computational biology, Medicine, Natural selection, Missense mutation, Evolutionary biology, Selection (genetic algorithm), Biology, Codon usage bias, Cell biology, Environmental health, Gene, Messenger RNA, Machine learning, Phenotype, Synonymous substitution, Genome, Sociology, Translation (biology)"
A5029948950,Gregory Di Sanza,,1,0,0,0,0,N/A,"Genetic code, Computer science, Genetics, Biochemistry, Computational biology, Evolutionary biology, Biology, Gene, Set (abstract data type), Chemistry, Programming language, Amino acid, DNA, Code (set theory)"
A5030515359,K. Gokulraj,,1,2,0,1,0,N/A,"Genetic code, Whole genome sequencing, Genetics, Biochemistry, Sequence analysis, Computational biology, Biology, Gene, Genome, Chemistry, Amino acid, DNA, Sequence (biology)"
A5030829974,H. J. Danckwerts,,1,34,0,1,1,University of Regensburg,"Geometry, Genetic code, Theoretical physics, Mathematics, Base (topology), Genetics, Biochemistry, Bioinformatics, Quantum mechanics, Degenerate energy levels, Formalism (music), Biology, Homogeneous space, Gene, Physics, Literature, Mathematical analysis, Art, Visual arts, Chemistry, Pure mathematics, Amino acid, DNA, Musical, Degeneracy (biology)"
A5031049960,Nicolás A. Vázquez,,1,30,0,1,1,Instituto Tecnológico de Chascomús,"Genetic code, Methylation, Genetics, Biochemistry, RNA, Computational biology, Ribozyme, Biology, Methyltransferase, Gene, Messenger RNA, Genome, microRNA, Proteogenomics, Translation (biology), Gene expression, Transfer RNA, RNA world hypothesis, Transcriptome, Chemistry, Genomics, Non-coding RNA, Amino acid, DNA, N6-Methyladenosine"
A5031112142,Micheal L. Raymer,,1,59,0,1,1,N/A,"Genetic code, Genetics, Biochemistry, Computational biology, Biology, Phylogenetics, Gene, Genome, Nonsynonymous substitution, Molecular evolution, Chemistry, Phylogenetic tree, Amino acid, DNA"
A5031131230,von Wrisberg,,1,0,0,0,0,N/A,"Genetic code, Computer science, Nuclear magnetic resonance, Genetics, Biochemistry, RNA, Computational biology, Biology, Gene, Physics, Protein engineering, Transfer RNA, Organic chemistry, Enzyme, Chemistry, Amino acid, DNA, Aminoacyl tRNA synthetase, Amino Acyl-tRNA Synthetases"
A5031228067,R. Green,,1,15,0,1,1,N/A,"Genetic code, Genetics, Biochemistry, RNA, Ribosomal RNA, Computational biology, Biology, Ribosome, Protein subunit, Gene, Transfer RNA, Chemistry, Nucleotide, Amino acid, DNA"
A5031645208,Sebasthian Santiago González,,1,8,3,1,0,"University of California, Berkeley","Physical therapy, Directed evolution, Genetic code, Mutagenesis, Ecology, Nuclear magnetic resonance, Genetics, Biochemistry, Medicine, Biology, Gene, Anatomy, Oceanography, Physics, Internal medicine, Geology, Green fluorescent protein, Mutant, Protein engineering, Organic chemistry, Enzyme, Chemistry, Mutation, Amino acid, DNA"
A5031820502,Alaguraj Dharmarajnadar,,1,0,0,0,0,King Abdullah University of Science and Technology,"Directed evolution, Genetic code, Nuclear magnetic resonance, High-throughput screening, Genetics, Biochemistry, Bioinformatics, RNA, Computational biology, Biology, Gene, Physics, Mutant, Protein engineering, Aminoacylation, Molecular biology, Transfer RNA, Organic chemistry, Enzyme, Chemistry, Biotinylation, Amino acid, DNA, Aminoacyl tRNA synthetase, Amino Acyl-tRNA Synthetases"
A5031923305,Elijah Ball,,1,1,0,1,0,Southern Illinois University Edwardsville,"Genetic code, Stop codon, Genetics, Biochemistry, RNA, Missense mutation, Biology, Codon usage bias, Coding region, Gene, Messenger RNA, Phenotype, Synonymous substitution, Genome, Transfer RNA, Start codon, Chemistry, Silent mutation, Mutation, Nucleotide, Amino acid, DNA, Base sequence"
A5032396702,Daniel Antonino,,1,7,0,1,0,Universidade Federal da Paraíba,"Genetic code, Genetics, Biochemistry, RNA, Computational biology, Biology, History, Gene, Geology, Paleontology, Transfer RNA, Archaeology, Chemistry, Geography, Amino acid, DNA, Aminoacyl tRNA synthetase, Context (archaeology)"
A5032784583,Stefanie Muehlhausen,,1,0,0,0,0,Max Planck Institute for Biophysical Chemistry,"Genetic code, Nuclear gene, Mitochondrial DNA, Genetics, Biochemistry, RNA, Computational biology, Biology, Codon usage bias, Gene, Genome, Transfer RNA, Chemistry, Amino acid, DNA"
A5032962618,Guillermo Viramontes,,1,180,0,1,1,Ambrx (United States),"Finance, Genetic code, Mathematics, Chemical engineering, Genetics, PEG ratio, Biochemistry, Potency, Bioinformatics, Homogeneous, Computational biology, Hormone, Medicine, Biology, Thermodynamics, Pharmacology, Gene, Pharmacodynamics, Pharmacokinetics, Combinatorics, Physics, Statistical physics, Internal medicine, Engineering, Endocrinology"
A5033035623,Zhizhi LiuXin,,1,0,0,0,0,N/A,"Crystallography, Genetic code, Nuclear magnetic resonance, Genetics, Biochemistry, RNA, Biology, Gene, Crystal structure, Physics, Transfer RNA, Organic chemistry, Enzyme, Chemistry, Amino acid, Escherichia coli, DNA, Lysine, Pyrococcus horikoshii"
A5033062984,Petra Birle,,1,35,0,1,1,N/A,"Genetic code, Biophysics, Mutagenesis, Genetics, Biochemistry, Quantum mechanics, Stereochemistry, Photochemistry, Biology, Fluorescence, Gene, Optics, Physics, Green fluorescent protein, Mutant, Gene expression, Organic chemistry, Chemistry, Chromophore, Indole test, Mutation, Amino acid, DNA, Tryptophan, Aequorea victoria"
A5033069602,Acevedo Rocha,,1,0,0,0,0,N/A,"Genetic code, Thermophile, Nuclear magnetic resonance, Genetics, Biochemistry, RNA, Computational biology, Biology, Gene, Physics, Geology, Protein engineering, Paleontology, Transfer RNA, Organic chemistry, Enzyme, Chemistry, Amino acid, Bacteria, DNA, Lipase, Methionine"
A5033163794,Zhenwei Maio,,1,180,0,1,1,Ambrx (United States),"Finance, Genetic code, Mathematics, Chemical engineering, Genetics, PEG ratio, Biochemistry, Potency, Bioinformatics, Homogeneous, Computational biology, Hormone, Medicine, Biology, Thermodynamics, Pharmacology, Gene, Pharmacodynamics, Pharmacokinetics, Combinatorics, Physics, Statistical physics, Internal medicine, Engineering, Endocrinology"
A5033358077,Carlos Michel Mourra-Díaz,,1,0,0,0,0,Universidad Nacional Autónoma de México,"Genetic code, Ecology, Coevolution, Genetics, Biochemistry, RNA, Computational biology, Evolutionary biology, Biology, Astrobiology, Ribosome, Gene, Physics, Geology, Genome, Paleontology, Chemistry, Abiogenesis, Amino acid, DNA"
A5033397117,WUFang,,1,0,0,0,0,N/A,"Genetic code, Tandem repeat, Mathematics, Social science, Genetics, Biochemistry, Bioinformatics, Noncoding DNA, RNA, Computational biology, Biology, Coding region, Intron, Gene, Statistics, Genome, Sociology, Coding (social sciences), Base pair, Chemistry, Amino acid, DNA, Degeneracy (biology)"
A5033589829,Mohamed Abuelanin,https://orcid.org/0000-0002-3419-4785,1,0,0,0,0,Nile University,"Genetic code, Ecology, GC-content, Genetics, Biochemistry, Computational biology, Biology, Codon usage bias, Coding region, Gene, Host (biology), Genome, Chemistry, Amino acid, DNA"
A5033654653,E LEE,,1,8,0,1,0,Korea University,"Genetic code, Mathematics, Social science, Computer science, Genetics, Biochemistry, GenBank, Biology, Coding region, Gene, Statistics, Zipf's law, Sociology, Coding (social sciences), Chemistry, Amino acid, DNA"
A5033768264,Dionisis Dimopoulos,,1,0,0,0,0,University of Piraeus,"Genetic code, Artificial life, Computer science, Source code, Genetics, Biochemistry, Biology, Gene, Operating system, Machine learning, Artificial intelligence, Chemistry, Programming language, Amino acid, DNA, Software"
A5033974063,H. G. Khorana,,1,0,0,0,0,N/A,"Genetic code, Nucleic acid, Computer science, Genetics, Biochemistry, Computational biology, Medicine, Biology, Gene, Set (abstract data type), Chemistry, Programming language, Amino acid, DNA, Code (set theory)"
A5034064137,Charles L Hyder,,1,55,0,1,1,N/A,"Genetic code, Algorithm, Nucleic acid, Mathematics, Computer science, GC-content, Genetics, Biochemistry, Bioinformatics, Computational biology, Biology, Gene, Proteome, Composite number, Carbon fibers, Genome, Composite material, Chemistry, Materials science, Amino acid, DNA"
A5034083443,P. Plateau,,1,0,0,0,0,N/A,"Genetics, Biochemistry, Biology, Gene, Chemistry, Escherichia coli, Genetic code, Nuclear magnetic resonance, RNA, Microbiology, Physics, Mutant, Aminoacylation, Transfer RNA, Organic chemistry, Enzyme, Amino acid, DNA, Lysine, Aminoacyl tRNA synthetase, Hydrolase"
A5034088439,Tiffany Crossgrove,,1,46,0,1,1,Genomics Institute of the Novartis Research Foundation,"Genetic code, Combinatorial chemistry, Genetics, Biochemistry, RNA, Biology, Gene, Oligonucleotide, Transfer RNA, Small molecule, Chemistry, Amino acid, Escherichia coli, DNA, Lysine, Aminoacyl tRNA synthetase, Amino Acyl-tRNA Synthetases"
A5034203646,I. B. Chen,,1,0,0,0,0,N/A,"Genetic code, Computer science, Physiology, Genetics, Biochemistry, Medicine, Molecular Structure of Nucleic Acids: A Structure for Deoxyribose Nucleic Acid, Biology, Gene, Genome, Artificial intelligence, Base pair, Chemistry, Natural language processing, Amino acid, DNA, Watson"
A5035095741,VF de la Cruz,,1,304,0,1,1,National Institute of Allergy and Infectious Diseases,"Genetic code, Computer science, 18S ribosomal RNA, Genetics, Biochemistry, RNA, Ribosomal RNA, Medicine, Parasite hosting, Biology, Ribosome, Cell biology, Protein subunit, Gene, Messenger RNA, Eukaryotic Large Ribosomal Subunit, Eukaryotic Ribosome, World Wide Web, Pathology, Translation (biology), 28S ribosomal RNA, Transfer RNA, Chemistry, Phylogenetic tree, Immunology"
A5035101023,A. A. Barsukov,,1,0,0,0,0,National Medical Research Center of Cardiology,"Geometry, Immune system, Genetic code, Biophysics, Transduction (biophysics), Psychology, Mathematics, Computer science, Nuclear magnetic resonance, Genetics, Biochemistry, Botany, Ternary operation, Computational biology, Medicine, Ternary complex, Biology, Gene, Epistemology, Physics, Encoding (memory), Mathematical optimization, Geology, Organism, Philosophy"
A5035421384,Asmat Ullah Not Available,,1,10,0,1,1,N/A,"Genetic code, Genetics, Biochemistry, Biology, Gene, Chemistry, Amino acid, DNA"
A5035479235,Dane E. Krane,,1,59,0,1,1,N/A,"Genetic code, Genetics, Biochemistry, Computational biology, Biology, Phylogenetics, Gene, Genome, Nonsynonymous substitution, Molecular evolution, Chemistry, Phylogenetic tree, Amino acid, DNA"
A5035651490,Tomás Kappes,https://orcid.org/0000-0001-5220-2833,1,19,12,1,1,University of Cambridge,"Genetic code, Plasmid, Genetics, Biochemistry, Computational biology, Biology, Phylogenetics, Horizontal gene transfer, Gene, Mobile genetic elements, Genome, Chemistry, Phylogenetic tree, Amino acid, DNA"
A5035908658,D Cigani,,1,0,0,0,0,N/A,"Genetic code, Stop codon, Nuclear magnetic resonance, Genetics, Biochemistry, Stereochemistry, Biology, Gene, Physics, Organic chemistry, Enzyme, Chemistry, Amino acid, DNA, Purine, Yeast, Pyrimidine"
A5035957309,Brentsen Wolf,,1,1,0,1,0,Southern Illinois University Edwardsville,"Genetic code, Stop codon, Genetics, Biochemistry, RNA, Missense mutation, Biology, Codon usage bias, Coding region, Gene, Messenger RNA, Phenotype, Synonymous substitution, Genome, Transfer RNA, Start codon, Chemistry, Silent mutation, Mutation, Nucleotide, Amino acid, DNA, Base sequence"
A5035959816,S. A. Bennet,,1,153,0,1,1,N/A,"Protein sequencing, Genetic code, Computer science, Linguistics, Genetics, Biochemistry, Computational biology, Biology, Gene, Philosophy, Mutant, Peptide sequence, Point mutation, Protein superfamily, Chemistry, Programming language, Divergence (linguistics), Mutation, Amino acid, DNA, Sequence (biology), Substitution (logic), Protein evolution, Amino acid substitution"
A5035994079,Shaila Srinagesh,,1,15,0,1,1,Ambrx (United States),"Genetic code, Genetics, Biochemistry, RNA, Biology, Gene, Molecular biology, Transfer RNA, Chemistry, Amino acid, Escherichia coli, DNA, Proline"
A5036237112,Tracey L Baas,,1,1,0,0,0,Texas Biomedical Research Institute,"Genetic code, Computer science, Source code, Genetics, Biochemistry, Computational biology, Biology, Codon usage bias, Gene, Operating system, Web application, World Wide Web, Genome, Set (abstract data type), Chemistry, Programming language, Amino acid, DNA, Code (set theory), Download"
A5036328501,D. Bonelli,,1,0,0,0,0,N/A,"Genetic code, Relation (database), Mathematics, Multivariate analysis, Computer science, Genetics, Biochemistry, Computational biology, Medicine, Database, Biology, Gene, Statistics, Machine learning, Data mining, Internal medicine, Business, Multivariate statistics, Economics, Set (abstract data type), Chemistry, Programming language, Amino acid, DNA, Code (set theory)"
A5036349115,Jim D. Bashford,,1,2,0,1,0,University of Adelaide,"Genetic code, Computer science, Genetics, Biochemistry, Computational biology, Biology, Gene, Set (abstract data type), Chemistry, Programming language, Amino acid, DNA, Code (set theory)"
A5036429721,Sergey Gukov,,1,0,0,0,0,N/A,"Genetic code, Mathematics, Mathematical physics, Computer science, Genetics, Biochemistry, Quantum mechanics, Biology, Gene, Particle physics, Supersymmetry, Physics, Set (abstract data type), Chemistry, Programming language, Amino acid, DNA, Code (set theory)"
A5036525078,MT Krejchi,,1,3,0,1,0,N/A,"Genetic code, Nuclear magnetic resonance, Genetics, Biochemistry, Computational biology, Medicine, Biology, Cell biology, Gene, Physics, Pathology, Protein engineering, Nanotechnology, Organic chemistry, Enzyme, Chemistry, Extracellular matrix, Materials science, Amino acid, DNA, Elastin, Tropoelastin"
A5036963096,P Leder,,1,1,0,1,0,N/A,"Genetic code, Mathematics, Exon, Computer science, Gene isoform, Genetics, RNA splicing, Biochemistry, Quantum mechanics, RNA, Computational biology, Biology, Mechanism (biology), Gene, Messenger RNA, Statistics, Epistemology, Physics, Geology, Organism, Philosophy, Genome, Paleontology, Shuffling, Chemistry"
A5037194297,V. K. Priya,,1,16,0,1,1,Centre for Cellular and Molecular Biology,"Bacterial genome size, Genetic code, Nuclear magnetic resonance, Genetics, Biochemistry, Metabolism, Computational biology, Medicine, Biology, Gene, Physics, Internal medicine, Endocrinology, Genome, Mutant, Organic chemistry, Enzyme, Chemistry, Metabolic pathway, Operon, Amino acid, Escherichia coli, DNA, Orthologous Gene"
A5037500525,Jean Pond,,1,0,0,0,0,N/A,"Genetic code, Computer science, Genetics, Biochemistry, Evolutionary biology, Biology, Gene, Set (abstract data type), Chemistry, Programming language, Amino acid, DNA, Code (set theory)"
A5037531917,Alexandra Léveillé-Kunst,,1,18,0,1,1,Université de Montréal,"Genetic code, Nuclear gene, Mitochondrial DNA, Mitochondrion, Nuclear magnetic resonance, Genetics, Biochemistry, Biology, Cell biology, Protein subunit, Gene, Physics, Genome, Organic chemistry, Enzyme, Chemistry, Amino acid, DNA, Respiratory chain"
A5037576558,Syotaro Ayukawa,,1,0,0,0,0,N/A,"Genetic code, Computer science, Genetics, Biochemistry, Biology, Gene, Chemistry, Amino acid, DNA"
A5037711660,Gerad Keith,,1,0,0,0,0,Institute for Molecular and Cellular Biology,"Genetic code, Algorithm, Mathematics, Computer science, Genetics, Biochemistry, Decoding methods, RNA, Computational biology, Telecommunications, Biology, Gene, Statistics, Engineering, Transfer RNA, Base pair, Chemistry, Wobble base pair, Amino acid, DNA"
A5037734163,J. Reuben,,1,0,0,0,0,N/A,"Genetic code, Relation (database), Computer science, Genetics, Biochemistry, Computational biology, Database, Evolutionary biology, Biology, Gene, Data mining, Set (abstract data type), Chemistry, Programming language, Amino acid, DNA, Code (set theory), Biological evolution"
A5037929209,Elisabeth Siegal,,1,49,38,1,1,Boston Children's Hospital,"Protein biosynthesis, Genetic code, Function (biology), Translational regulation, RNA-binding protein, Genetics, Biochemistry, RNA, Computational biology, Reprogramming, Evolutionary biology, Biology, Cell biology, Gene, Messenger RNA, Translation (biology), Gene expression, Molecular biology, Transfer RNA, Regulation of gene expression, Chemistry, Amino acid, DNA, Cell"
A5038371297,Buechter Dd,,1,35,0,1,1,Massachusetts Institute of Technology,"Genetic code, Genetics, Biochemistry, RNA, Biology, Gene, Oligonucleotide, Aminoacylation, Transfer RNA, Chemistry, Nucleotide, Amino acid, DNA, Aminoacyl tRNA synthetase, Amino Acyl-tRNA Synthetases"
A5038621474,Aline Bender,,1,97,0,1,1,Evolutionary Genomics (United States),"Genetic code, Mitochondrial DNA, Mitochondrion, Nuclear magnetic resonance, Genetics, Biochemistry, Oxidative phosphorylation, Biology, Cell biology, Gene, Physics, Organic chemistry, Enzyme, Chemistry, Amino acid, DNA, Leucine, Isoleucine, Antioxidant, Methionine, Respiratory chain"
A5038656517,Matveeva Lo,,1,0,0,0,0,N/A,"Genetic code, Relation (database), Computer science, Genetics, Biochemistry, Bioinformatics, Database, Biology, Gene, Physics, Statistical physics, Data mining, Set (abstract data type), Chemistry, Programming language, Amino acid, DNA, Code (set theory), Degeneracy (biology)"
A5038665059,І. Peleshok,https://orcid.org/0000-0002-6890-6410,1,0,0,0,0,N/A,"Genetic code, Algorithm, Psychology, Political science, Mathematics, Computer science, Normative, State (computer science), Genetics, Biochemistry, Criminology, Biology, Gene, Epistemology, Philosophy, Sociology, Chemistry, Programming language, Law, Criminal law, Amino acid, DNA, Legislation, Criminal code"
A5038706262,Artur Sergyeyev,,1,0,0,0,0,N/A,"Genetic code, Mathematics, Mathematical physics, Computer science, Genetics, Biochemistry, Quantum mechanics, Biology, Gene, Particle physics, Supersymmetry, Physics, Set (abstract data type), Chemistry, Programming language, Amino acid, DNA, Code (set theory)"
A5038798561,Athena Zitti,,1,0,0,0,0,Cardiff University,"Genetic code, Function (biology), Stop codon, Acoustics, Nuclear magnetic resonance, Genetics, Biochemistry, Bioinformatics, Computational biology, Evolutionary biology, Biology, Cell biology, History, Gene, Physics, Literature, Geology, Art, Paleontology, Archaeology, Organic chemistry, Enzyme, Chemistry, Synthetic biology, Geography"
A5039334918,Stevent,,1,0,0,0,0,N/A,"Genetic code, Political science, Acoustics, Mathematics, Computer science, Linguistics, Genetics, Biochemistry, Computational biology, Nucleic acid sequence, Biology, Politics, Gene, Operating system, Physics, Philosophy, Genome, Artificial intelligence, Chemistry, Intergenic region, Law, Nucleotide, Amino acid, DNA, Degree (music)"
A5039512522,Michel Bigras,,1,12,0,1,1,Computer Research Institute of Montréal,"Genetic code, Linguistics, Genetics, Biochemistry, RNA, Evolutionary biology, Biology, Gene, Philosophy, Transfer RNA, Chemistry, Divergence (linguistics), Amino acid, DNA"
A5039872596,K. H. Nierhaus,,1,0,0,0,0,N/A,"Genetic code, T arm, Ribosomal protein, Nuclear magnetic resonance, Genetics, Biochemistry, RNA, Ribosomal RNA, EF-Tu, Ternary complex, Biology, Ribosome, A-site, Gene, Messenger RNA, Binding site, Physics, Eukaryotic Ribosome, Translation (biology), Transfer RNA, Organic chemistry, Enzyme, Chemistry, Amino acid, DNA"
A5040062817,S. Brenner,,1,0,0,0,0,N/A,"Genetic code, Computer science, Genetics, Biochemistry, Nonsense, Medicine, Missense mutation, Evolutionary biology, Biology, Nonsense mutation, Gene, Phenotype, Mutant, Set (abstract data type), Chemistry, Programming language, Molecular genetics, Mutation, Amino acid, DNA, Code (set theory)"
A5040106750,R. Geneczko,,1,5,0,1,0,N/A,"Genetic code, Genetics, Biochemistry, Nucleic acid sequence, Biology, Coding region, Gene, Messenger RNA, Gene expression, Molecular biology, Peptide sequence, Chemistry, Complementary DNA, cDNA library, Amino acid, DNA"
